9.704979062080383301e-01,9.998188614845275879e-01,-9.945579767227172852e-01,-9.905833601951599121e-01,9.990743398666381836e-01,-5.951497703790664673e-03,-1.102089285850524902e-01,9.271935224533081055e-01,-9.726812243461608887e-01,9.037079289555549622e-03,-2.579250372946262360e-02,-9.883772730827331543e-01,-7.770710587501525879e-01,-9.998018145561218262e-01,9.792862534523010254e-01,9.995726943016052246e-01,-9.799454808235168457e-01,9.956678152084350586e-01,9.596630334854125977e-01,9.925450682640075684e-01,-8.739300072193145752e-03,3.370265942066907883e-03,9.996044039726257324e-01,-9.823090434074401855e-01,-9.469677805900573730e-01,-9.977454543113708496e-01,9.855747818946838379e-01,9.867962002754211426e-01,9.932160973548889160e-01,2.065115235745906830e-02,-2.782035851851105690e-03,9.403046965599060059e-01
9.692149758338928223e-01,9.999326467514038086e-01,-9.985768795013427734e-01,-9.930477142333984375e-01,9.988937973976135254e-01,-6.733849178999662399e-03,-1.072504445910453796e-01,9.321262836456298828e-01,-9.717804193496704102e-01,1.008064206689596176e-02,-2.317824959754943848e-02,-9.891602396965026855e-01,-8.005857467651367188e-01,-9.997869729995727539e-01,9.820647835731506348e-01,9.989768862724304199e-01,-9.807865619659423828e-01,9.959476590156555176e-01,9.573921561241149902e-01,9.832821488380432129e-01,-1.401649136096239090e-02,4.026394337415695190e-03,9.996207952499389648e-01,-9.806328415870666504e-01,-9.530173540115356445e-01,-9.969818592071533203e-01,9.836410284042358398e-01,9.843678474426269531e-01,9.939833879470825195e-01,1.923477835953235626e-02,-2.789658494293689728e-03,9.425110220909118652e-01
9.689120650291442871e-01,9.998297691345214844e-01,-9.976373314857482910e-01,-9.889563918113708496e-01,9.975076317787170410e-01,-2.895141718909144402e-03,-8.234442025423049927e-02,9.019293785095214844e-01,-9.788314700126647949e-01,3.364024683833122253e-03,-3.100267238914966583e-02,-9.880766272544860840e-01,-6.176396012306213379e-01,-9.998700618743896484e-01,9.767608046531677246e-01,9.995998144149780273e-01,-9.815079569816589355e-01,9.970325827598571777e-01,9.726444482803344727e-01,9.942761659622192383e-01,-2.904972760006785393e-03,2.963993698358535767e-03,9.997859001159667969e-01,-9.875533580780029297e-01,-9.109867811203002930e-01,-9.985942840576171875e-01,9.838841557502746582e-01,9.892243146896362305e-01,9.943726658821105957e-01,2.182633429765701294e-02,-1.955950632691383362e-03,9.332537055015563965e-01
-1.555247008800506592e-01,3.667432069778442383e-02,-1.803524345159530640e-01,6.897887587547302246e-01,-6.448529958724975586e-01,-9.704657196998596191e-01,9.951019883155822754e-01,9.537028670310974121e-01,9.877741336822509766e-01,9.799600243568420410e-01,9.848087430000305176e-01,-9.963228106498718262e-01,9.914736151695251465e-01,3.635921180248260498e-01,8.062052726745605469e-02,-3.564095497131347656e-01,9.937476515769958496e-01,9.444142580032348633e-01,1.925621926784515381e-01,-9.607795476913452148e-01,-9.976836442947387695e-01,9.948672056198120117e-01,-9.961100220680236816e-01,6.568484008312225342e-02,-9.846550226211547852e-01,9.924136400222778320e-01,9.973097443580627441e-01,-8.222541809082031250e-01,1.476484723389148712e-02,9.734188318252563477e-01,-9.840654730796813965e-01,-9.969319105148315430e-01
-1.755302995443344116e-01,4.317600280046463013e-02,-8.202451467514038086e-02,5.759038925170898438e-01,-6.754513978958129883e-01,-9.787432551383972168e-01,9.965657591819763184e-01,9.639654159545898438e-01,9.868414998054504395e-01,9.804285168647766113e-01,9.858872890472412109e-01,-9.917327761650085449e-01,9.914173483848571777e-01,3.096671402454376221e-01,7.302469015121459961e-02,-3.747512102127075195e-01,9.946269392967224121e-01,9.637506008148193359e-01,1.413137465715408325e-01,-9.686298966407775879e-01,-9.990704059600830078e-01,9.963237643241882324e-01,-9.954372644424438477e-01,7.447074353694915771e-02,-9.811121821403503418e-01,9.819406867027282715e-01,9.972272515296936035e-01,-7.143785953521728516e-01,1.230768021196126938e-02,9.719058275222778320e-01,-9.843178987503051758e-01,-9.974827170372009277e-01
-1.884507983922958374e-01,2.387701347470283508e-02,1.916950345039367676e-01,5.147871971130371094e-01,-7.489913105964660645e-01,-9.795560836791992188e-01,9.994534254074096680e-01,9.641665220260620117e-01,9.987797141075134277e-01,9.844518303871154785e-01,9.848480224609375000e-01,-9.916677474975585938e-01,9.936382174491882324e-01,3.321479856967926025e-01,5.738028883934020996e-02,-3.270486295223236084e-01,9.966962933540344238e-01,9.702139496803283691e-01,2.600785195827484131e-01,-9.391027092933654785e-01,-9.990321993827819824e-01,9.963843822479248047e-01,-9.944879412651062012e-01,7.492349296808242798e-02,-9.441398382186889648e-01,9.991544485092163086e-01,9.972367882728576660e-01,-9.706171751022338867e-01,1.267362199723720551e-02,9.816998839378356934e-01,-9.902910590171813965e-01,-9.985292553901672363e-01
-9.484755992889404297e-01,-9.994721412658691406e-01,9.998321533203125000e-01,4.276987537741661072e-02,-9.993354678153991699e-01,-9.944599270820617676e-01,-9.873815178871154785e-01,1.098980605602264404e-01,-9.997628927230834961e-01,9.949097037315368652e-01,8.920304775238037109e-01,9.759547114372253418e-01,-9.867287874221801758e-01,-1.920869015157222748e-02,-9.294644594192504883e-01,9.993876218795776367e-01,9.846388101577758789e-01,-1.657249592244625092e-02,-9.579352736473083496e-01,-9.989318251609802246e-01,-1.936230435967445374e-02,-9.970186352729797363e-01,9.489281773567199707e-01,9.676739573478698730e-01,3.741043433547019958e-02,-9.961464405059814453e-01,9.918581843376159668e-01,9.973156452178955078e-01,-2.982039563357830048e-02,9.802885651588439941e-01,-8.599346620030701160e-04,9.997285604476928711e-01
-9.374985694885253906e-01,-9.992071986198425293e-01,9.998475313186645508e-01,7.301796972751617432e-02,-9.994838833808898926e-01,-9.963972568511962891e-01,-9.141180515289306641e-01,2.705900669097900391e-01,-9.998096823692321777e-01,9.973725676536560059e-01,8.669477105140686035e-01,9.838918447494506836e-01,-9.909908771514892578e-01,-1.245594397187232971e-02,-8.994711637496948242e-01,9.986233711242675781e-01,9.694370031356811523e-01,-1.872584596276283264e-02,-9.190393686294555664e-01,-9.977648258209228516e-01,-3.129186108708381653e-02,-9.979840517044067383e-01,8.839575052261352539e-01,9.597005844116210938e-01,1.703110337257385254e-01,-9.859449267387390137e-01,9.913992285728454590e-01,9.928768873214721680e-01,-3.445662930607795715e-02,9.936501383781433105e-01,-1.614780747331678867e-03,9.995921850204467773e-01
-9.431162476539611816e-01,-9.995117783546447754e-01,9.998988509178161621e-01,7.494206726551055908e-02,-9.990664124488830566e-01,-9.979975819587707520e-01,-8.997189998626708984e-01,1.634104698896408081e-01,-9.997710585594177246e-01,9.931234717369079590e-01,7.809161543846130371e-01,9.618167281150817871e-01,-9.922491312026977539e-01,-2.888055332005023956e-02,-9.337203502655029297e-01,9.996659755706787109e-01,9.878289699554443359e-01,-2.998451888561248779e-02,-9.564933776855468750e-01,-9.981179237365722656e-01,-2.200534753501415253e-02,-9.934930205345153809e-01,9.563461542129516602e-01,9.608990550041198730e-01,2.400121092796325684e-02,-9.996161460876464844e-01,9.977681636810302734e-01,9.530896544456481934e-01,-2.229579351842403412e-02,9.984042048454284668e-01,-1.588560990057885647e-03,9.997394084930419922e-01
-6.360470782965421677e-03,-9.894796013832092285e-01,9.954968690872192383e-01,9.908893704414367676e-01,9.915955662727355957e-01,-2.985838800668716431e-03,-7.426321506500244141e-01,2.903570421040058136e-03,9.974043369293212891e-01,1.106616947799921036e-02,-9.831853508949279785e-01,-9.830728173255920410e-01,-1.532442271709442139e-01,-9.362337589263916016e-01,9.920949339866638184e-01,9.984777569770812988e-01,9.230847954750061035e-01,-9.939577579498291016e-01,-9.995067119598388672e-01,9.807257056236267090e-01,-3.901675576344132423e-03,3.144614994525909424e-01,9.991390705108642578e-01,9.922040104866027832e-01,-2.219307869672775269e-01,9.997468590736389160e-01,3.618485480546951294e-02,9.021964073181152344e-01,-9.569239020347595215e-01,9.886072874069213867e-01,-4.258391913026571274e-03,5.195105075836181641e-02
